Brand|Equity/NPD|Campaign|Country|Agency|Brand Generation|Product|Campaign2|CampaignID|Sub Campaign|Campaign Start Date|Campaign End Date|Planning Target|Media Mix|Channel|Channel Detail|Media Type|Digital Platform|Buying Type|Device|Format|Net Spend (Local)|Currency ISO Code|Spot Length (sec)|GRPs|Adjusted GRPs|TRPs|Admissions|Impacts (000s)|Number/Length of Executions|Impressions|Clicks|Engagements|Valued Views|Reach|Frequency|Comments|OOH Format Category|Week|Facebook Objective|Facebook Buying Type|YouTube Format|Site/Platform|Year|Digital Platform categorisation |Campaign Generation|Category|
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||30-aug-21|30-aug-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|930|GBP|6.00|||||||257452|258|302|107675|162190|1.59|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||31-aug-21|31-aug-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|930|GBP|6.00|||||||258802|272|310|107820|159193|1.63|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||1-sep-21|1-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|930|GBP|6.00|||||||276138|253|296|115071|158182|1.75|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||2-sep-21|2-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|930|GBP|6.00|||||||274574|241|282|113610|158431|1.73|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||3-sep-21|3-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|928|GBP|6.00|||||||272502|243|273|111950|150054|1.82|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||4-sep-21|4-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|928|GBP|6.00|||||||272358|261|306|111312|156715|1.74|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||5-sep-21|5-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|929|GBP|6.00|||||||279483|272|313|117821|163478|1.71|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||6-sep-21|6-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|930|GBP|6.00|||||||285393|225|260|122180|157424|1.81|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||7-sep-21|7-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|931|GBP|6.00|||||||280323|208|235|120742|149500|1.88|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||8-sep-21|8-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|930|GBP|6.00|||||||273715|224|256|117798|145521|1.88|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||9-sep-21|9-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|929|GBP|6.00|||||||275811|242|283|118296|150586|1.83|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||10-sep-21|10-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|926|GBP|6.00|||||||269208|221|251|114782|146323|1.84|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-sep-21|11-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|926|GBP|6.00|||||||271304|246|287|112080|153626|1.77|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||12-sep-21|12-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|905|GBP|6.00|||||||267935|244|284|113638|157892|1.70|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||13-sep-21|13-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||146|0|0|59|127|1.15|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||14-sep-21|14-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||59|0|0|7|27|2.19|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||15-sep-21|15-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||71|0|0|9|52|1.37|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||16-sep-21|16-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||64|0|0|11|57|1.12|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||17-sep-21|17-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||42|0|0|6|32|1.31|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||18-sep-21|18-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||35|0|0|12|29|1.21|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||19-sep-21|19-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||25|0|0|6|17|1.47|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||20-sep-21|20-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||21|0|0|2|15|1.40|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||21-sep-21|21-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||45|0|0|8|32|1.41|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||22-sep-21|22-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||22|0|0|2|18|1.22|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||23-sep-21|23-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||19|0|0|3|15|1.27|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||24-sep-21|24-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||25|0|0|7|17|1.47|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||25-sep-21|25-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||16|0|0|5|12|1.33|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||26-sep-21|26-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||10|0|0|3|9|1.11|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||27-sep-21|27-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||20|0|0|3|16|1.25|||27-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||28-sep-21|28-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||39|0|0|5|18|2.17|||27-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||29-sep-21|29-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||17|0|0|3|12|1.42|||27-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||30-sep-21|30-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||23|0|0|5|15|1.53|||27-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||1-sep-21|1-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|89|GBP|6.00|||||||25146|35|44|9862|15618|1.61|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||2-sep-21|2-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||41511|53|56|16465|28376|1.46|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||3-sep-21|3-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||40694|68|76|16193|27864|1.46|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||4-sep-21|4-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||39023|61|71|14703|28044|1.39|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||5-sep-21|5-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||39709|56|61|16102|28033|1.42|||30-aug-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||6-sep-21|6-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||39426|71|87|15881|27902|1.41|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||7-sep-21|7-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||39811|56|58|16363|28115|1.42|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||8-sep-21|8-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||40699|49|59|18181|28049|1.45|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||9-sep-21|9-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||40246|54|59|17417|28756|1.40|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||10-sep-21|10-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||39521|66|76|16944|28590|1.38|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-sep-21|11-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|151|GBP|6.00|||||||39640|81|100|16854|28866|1.37|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||12-sep-21|12-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|150|GBP|6.00|||||||40241|61|70|17971|29271|1.37|||6-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||13-sep-21|13-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||36|0|0|14|37|0.97|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||16-sep-21|16-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||2|0|0|1|1|2.00|||13-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||18-sep-21|18-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||2|0|0|0|1|2.00|||20-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||27-sep-21|27-sep-21|18-54|Digital|Digital: Social|Pinterest|Paid Social|Pinterest|Pinterest Biddable|Multi-platform|In-feed|0|GBP|6.00|||||||2|0|0|0|1|2.00|||27-sep-21|||||2021|Pinterest|GB_WALKERS_Aug_2021_WALKERS_CORE_100cal_Pinterest_CREDIT||
Walkers Family Snacks|Equity|100 calories|UK|OMD|Walkers|Wotsits, Quavers, French Fries, Square|100 Calories|||31-jul-21|29-aug-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|86,681|GBP|20.00|23.19||25.65||||||||||||26-jul-21|||||2021|||SNACKS|
Walkers Family Snacks|Equity|100 calories|UK|OMD|Walkers|Wotsits, Quavers, French Fries, Square|100 Calories|||31-jul-21|29-aug-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|249,329|GBP|20.00|79.55||73.27||||||||||||2-aug-21|||||2021|||SNACKS|
Walkers Family Snacks|Equity|100 calories|UK|OMD|Walkers|Wotsits, Quavers, French Fries, Square|100 Calories|||31-jul-21|29-aug-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|93,402|GBP|20.00|37.41||27.27||||||||||||9-aug-21|||||2021|||SNACKS|
Walkers Family Snacks|Equity|100 calories|UK|OMD|Walkers|Wotsits, Quavers, French Fries, Square|100 Calories|||31-jul-21|29-aug-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|108,717|GBP|10.00|66.55||52.14||||||||||||9-aug-21|||||2021|||SNACKS|
Walkers Family Snacks|Equity|100 calories|UK|OMD|Walkers|Wotsits, Quavers, French Fries, Square|100 Calories|||31-jul-21|29-aug-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|145,255|GBP|10.00|77.43||70.01||||||||||||16-aug-21|||||2021|||SNACKS|
Walkers Family Snacks|Equity|100 calories|UK|OMD|Walkers|Wotsits, Quavers, French Fries, Square|100 Calories|||31-jul-21|29-aug-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|123,096|GBP|10.00|81.71||58.89||||||||||||23-aug-21|||||2021|||SNACKS|
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|Walkers|WALKERS CORE PC|Walkers Taste Icons|||10-sep-21|31-okt-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|182,194|GBP|20.00|38.76||32.57||||||||||||6-sep-21|||||2021|||SNACKS|
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|Walkers|WALKERS CORE PC|Walkers Taste Icons|||10-sep-21|31-okt-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|352,864|GBP|20.00|72.85||63.11||||||||||||13-sep-21|||||2021|||SNACKS|
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|Walkers|WALKERS CORE PC|Walkers Taste Icons|||10-sep-21|31-okt-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|314,803|GBP|20.00|70.28||56||||||||||||27-sep-21|||||2021|||SNACKS|
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|Walkers|WALKERS CORE PC|Walkers Taste Icons|||10-sep-21|31-okt-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|241,899|GBP|20.00|62.47||43.34||||||||||||11-okt-21|||||2021|||SNACKS|
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|Walkers|WALKERS CORE PC|Walkers Taste Icons|||10-sep-21|31-okt-21|HP+CH|TV|TV: Traditional|NETWORK|Traditional||||VIDEO|416,990|GBP|20.00|85.94||74.5||||||||||||25-okt-21|||||2021|||SNACKS|
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£5,253.92|GBP||||||||1,920,168|172|||820,399|2.34|||13-8-2021||Auction|||||Quavers Competition||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£10,516.30|GBP||||||||4,583,178|255|||1,120,213|4.09|||20-8-2021||Auction|||||Quavers Competition||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£541.30|GBP||||||||217,942|6|||179,262|1.22|||27-8-2021||Auction|||||Quavers Competition||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£12,982.28|GBP||||||||4,843,508|119|||1,600,045|3.03|||3-9-2021||Auction|||||Wotsits Competition||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£10,666.24|GBP||||||||4,212,422|53|||1,380,865|3.05|||10-9-2021||Auction|||||Wotsits Competition||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£531.52|GBP||||||||34,058|13|||33,726|1.01|||6-8-2021||Auction|||||WALKERS_100C_In_Stream_16-9_Final_SUBS||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£6,137.23|GBP||||||||447,124|163|||143,036|3.13|||13-8-2021||Auction|||||WALKERS_100C_In_Stream_16-9_Final_SUBS||
Walkers Family Snacks|Equity|100 Calories|UK|OMD|LAYS|Wotsits, Quavers, French Fries, Square|100 Calories|||11-8-2021|22-9-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|£5,974.73|GBP||||||||441,686|172|||136,761|3.23|||20-8-2021||Auction|||||WALKERS_100C_In_Stream_16-9_Final_SUBS||
